prompt_id,trial_index,temperature,winner_id,reasoning_hash,is_flipped
93,4,0.0,A,171fd73340c5,True
93,4,0.0,B,0f685a7b0c89,False
93,4,0.0,B,665329d40ac5,False
93,4,0.0,B,68454c3a5fed,False
94,0,0.0,A,f910812d53b9,False
94,1,0.0,A,de576d8eff6a,False
94,2,0.0,A,a15b475c5ad7,False
94,3,0.0,A,8274665e0026,False
94,4,0.0,A,924315fd2b4f,False
95,0,0.0,B,a3f641864f24,False
95,1,0.0,B,350f6593664b,False
95,2,0.0,B,123dcaa93ea1,False
95,3,0.0,B,e9947cf8520d,False
95,4,0.0,B,b66088f50b83,False
96,0,0.0,TIE,0d915f59541e,False
96,1,0.0,B,d8778c9ff30b,True
96,2,0.0,TIE,493971f51f2e,False
96,3,0.0,TIE,56f0cac8d5fd,False
96,4,0.0,A,2b907770cb68,True
97,0,0.0,B,f7200d04fae7,False
97,0,0.0,B,5564f1443712,False
97,1,0.0,B,7d4b0d464e20,False
97,1,0.0,B,98828fb880ea,False
97,2,0.0,B,8292cc52e3f3,False
97,2,0.0,B,5358abf509ea,False
97,3,0.0,B,8ab446cac5f0,False
97,3,0.0,B,8504748afcf1,False
97,4,0.0,B,c4ae9c26e60c,False
97,4,0.0,B,1631338cea95,False
99,0,0.0,B,265dad9ccd16,False
99,0,0.0,B,7ef163b380f3,False
99,1,0.0,B,7cb802dcee02,False
99,1,0.0,B,b54ee5ca84a3,False
99,2,0.0,B,6982582d3c51,False
99,2,0.0,B,5d541bf1d8f3,False
99,3,0.0,B,2f2028bd23fb,False
99,3,0.0,B,cd7e23d6e405,False
99,4,0.0,B,ae25fb7ce775,False
99,4,0.0,B,184b140650bf,False
100,0,0.0,A,4c4e2de45aa2,False
100,1,0.0,A,af2fffa8fdac,False
100,2,0.0,A,831e2870dee5,False
100,3,0.0,A,8dc68320afa7,False
100,4,0.0,A,904cf7de0a70,False
101,0,0.0,A,3b06429e4eab,False
101,1,0.0,B,42bcbbe3cc57,True
101,2,0.0,A,1ce94bab54af,False
101,3,0.0,A,e2052761177a,False
101,4,0.0,TIE,a49bcff0e786,True
103,0,0.0,B,8e8c3b9578e6,False
103,1,0.0,B,c754a0c3d222,False
103,2,0.0,B,76f0c60e3d86,False
103,3,0.0,B,5a79fb6ef5b3,False
103,4,0.0,B,7bba41ecb17e,False
104,0,0.0,B,bf4a0edebc52,False
104,1,0.0,B,71e58c5b31cd,False
104,2,0.0,B,71e58c5b31cd,False
104,3,0.0,TIE,7d43366f4a9c,True
104,4,0.0,B,549941d395f8,False
105,0,0.0,A,2068b60bd92b,True
105,0,0.0,B,d213b78f7e0b,False
105,0,0.0,B,c021d366b8b8,False
105,1,0.0,A,84979e572cc0,True
105,1,0.0,B,104e00bbfe2a,False
105,1,0.0,B,5e38e6c4a1ca,False
105,2,0.0,A,4ab2905e106c,True
105,2,0.0,B,79f6038bbd5d,False
105,2,0.0,B,8ea6759e2a56,False
105,3,0.0,A,dbcd21603159,True
105,3,0.0,B,0f91acc0c832,False
105,3,0.0,B,cabd660c0202,False
105,4,0.0,A,e51e213382b3,True
105,4,0.0,B,9d5f3d6fa930,False
105,4,0.0,B,6aac2e051472,False
106,0,0.0,A,976160e3e1ae,False
106,0,0.0,A,d6e3e3621e55,False
106,0,0.0,A,95e9c5796375,False
106,1,0.0,A,d08d647802fb,False
106,1,0.0,B,98a007d6cc4e,True
106,1,0.0,A,9c4db1dfa58e,False
106,2,0.0,A,c37697a3f697,False
106,2,0.0,B,59e06068fc62,True
106,2,0.0,A,b1d167bb4eee,False
106,3,0.0,A,a1de71914b88,False
106,3,0.0,B,400d35f06b35,True
106,3,0.0,A,f93b2bd9f06b,False
106,4,0.0,A,5ae9edadc432,False
106,4,0.0,B,08d168c360e8,True
106,4,0.0,A,fb9ca505872b,False
108,0,0.0,A,79e771c0513c,False
108,0,0.0,A,b7a8d903f288,False
108,1,0.0,A,2d669499d4c9,False
108,1,0.0,A,4af28c7facf4,False
108,2,0.0,A,0f9f41409dae,False
108,2,0.0,A,69ed3f6b60e3,False
108,3,0.0,A,896a7b3877d1,False
108,3,0.0,A,5991d627eb28,False
108,4,0.0,A,7de94b3c7cdf,False
108,4,0.0,A,f9655cc6e4a6,False
111,0,0.0,A,2b78bc527a59,False
111,1,0.0,A,123727d518e9,False
111,2,0.0,A,c65dcfbe5c68,False
111,3,0.0,A,5975dbd96b23,False
111,4,0.0,A,f6e9f95370e4,False
112,0,0.0,B,338591532383,False
112,1,0.0,B,6df9cc7ff68b,False
112,2,0.0,B,7975c4294529,False
112,3,0.0,B,aeb442847e06,False
112,4,0.0,B,545d6826cb61,False
113,0,0.0,TIE,8726e540bc48,True
113,0,0.0,A,6c8f9e9b3c63,False
113,1,0.0,B,0bcc89208669,True
113,1,0.0,A,71aa2bc662e3,False
113,2,0.0,TIE,403365c20565,True
113,2,0.0,A,721ee5d2eb86,False
113,3,0.0,B,5220acaf0746,True
113,3,0.0,A,66bdff1d9921,False
113,4,0.0,B,64052944492a,True
113,4,0.0,A,21b1eda2b085,False
114,0,0.0,B,5c4919112772,True
114,0,0.0,A,802d634909eb,False
114,1,0.0,B,ef2256be55a6,True
114,1,0.0,A,f6ed030964d0,False
114,2,0.0,B,b8521ee81969,True
114,2,0.0,A,468d49fa4d45,False
114,3,0.0,B,12bb32f0f272,True
114,3,0.0,A,395bb49e39a6,False
114,4,0.0,TIE,2f7b6d93be08,True
114,4,0.0,A,d25337cd2d20,False
115,0,0.0,TIE,68707668c9c0,False
115,0,0.0,B,33387859c00d,True
115,1,0.0,TIE,648d43ecfa9e,False
115,1,0.0,B,998e05d31eda,True
115,2,0.0,TIE,55e668fe2bd8,False
115,2,0.0,B,bda9cc26c662,True
115,3,0.0,TIE,9546004a2fe7,False
115,3,0.0,B,f08bf42d7c09,True
115,4,0.0,TIE,5f1666a6e8bc,False
115,4,0.0,B,3810accec749,True
119,0,0.0,B,dcb7f2c4990b,False
119,1,0.0,B,c78b6a7d9dd4,False
119,2,0.0,B,c78b6a7d9dd4,False
119,3,0.0,B,fb937cc527e0,False
119,4,0.0,B,085294cd71b5,False
120,0,0.0,A,9d891f6db190,False
120,1,0.0,A,de094bfc2809,False
120,2,0.0,A,f5478c587dfe,False
120,3,0.0,A,f5478c587dfe,False
120,4,0.0,A,b7eb676655d7,False
121,0,0.0,B,7a8559fc0c8c,True
121,0,0.0,A,da3b47a7d1ca,False
121,1,0.0,A,237fd3fc6fc8,False
121,1,0.0,A,d0d1e71f59f2,False
121,2,0.0,B,5b2c686c1b12,True
121,2,0.0,A,7383ee55431a,False
121,3,0.0,A,76845f548d09,False
121,3,0.0,A,e9e1bea09093,False
121,4,0.0,B,8212c8775283,True
121,4,0.0,A,249e83c66de6,False
122,0,0.0,B,7f2c80bcd449,False
122,0,0.0,A,d6e2064799d6,True
122,1,0.0,B,a69c34c4242c,False
122,1,0.0,A,34d5f09b9fe2,True
122,2,0.0,B,8115f285f06b,False
122,2,0.0,A,a5cbeda37528,True
122,3,0.0,B,79634425cf15,False
122,3,0.0,A,8e1313fbc77a,True
122,4,0.0,B,fb86dfaa7f0d,False
122,4,0.0,A,a418ad8e3fb3,True
123,0,0.0,B,2d1e108ab49c,False
123,1,0.0,B,e854e8443135,False
123,2,0.0,B,ba05d025cd7c,False
123,3,0.0,B,44f927271511,False
123,4,0.0,B,0040b6f0a5e0,False
124,0,0.0,B,296bc3e86446,False
124,1,0.0,B,bf51bcd1f315,False
124,2,0.0,B,c2dc68bb085a,False
124,3,0.0,B,684aab6d35e1,False
124,4,0.0,B,0f6111421f92,False
128,0,0.0,B,ed3c470bd251,False
128,0,0.0,A,4b8f43b5d102,True
128,1,0.0,B,218ee4344127,False
128,1,0.0,A,09dd68d46e95,True
128,2,0.0,B,8fc0f644003b,False
128,2,0.0,A,af45e78c2cc2,True
128,3,0.0,B,da0fb0a79ced,False
128,3,0.0,A,eb7fad1191c3,True
128,4,0.0,B,3c4ee7717efb,False
128,4,0.0,A,b0980f4e605f,True
130,0,0.0,B,9af642ea45c2,False
130,0,0.0,B,56827a1a53d4,False
130,0,0.0,A,5b87c2aca7e9,True
130,1,0.0,B,713eaff87a27,False
130,1,0.0,B,0a037c9093ec,False
130,1,0.0,A,20e750205e75,True
130,2,0.0,B,d01cfc332ec7,False
130,2,0.0,B,f42e9b094e29,False
130,2,0.0,A,8f235389f00c,True
130,3,0.0,B,38b1c859e4a4,False
130,3,0.0,A,993b57bc7772,True
130,3,0.0,A,a8dddbfa96fe,True
130,4,0.0,B,74e3d757ccb9,False
130,4,0.0,TIE,1b1fd5515c5f,True
130,4,0.0,A,f972a08e57dc,True
131,0,0.0,TIE,dbcf8ec0d517,False
131,1,0.0,TIE,a48f1aa24586,False
131,2,0.0,TIE,2b3a4ee4ba13,False
131,3,0.0,TIE,d58978862fc1,False
131,4,0.0,TIE,679b507b4319,False
133,0,0.0,A,4f5b0512d2e8,False
133,1,0.0,A,e90986b6de49,False
133,2,0.0,A,b2e25a250e5b,False
133,3,0.0,A,0fea87207d95,False
133,4,0.0,A,1cbcb66bcc1d,False
134,0,0.0,B,e14751b2dbbb,False
134,1,0.0,B,2340d6dfad73,False
134,2,0.0,B,b1f59dfdf33d,False
134,3,0.0,B,7a7078341964,False
134,4,0.0,B,3bff0c489599,False
135,0,0.0,TIE,f8c80a521c06,False
135,0,0.0,TIE,db64d4023fad,False
135,1,0.0,TIE,4bdbcdc3fb0c,False
135,1,0.0,TIE,0b3def24a775,False
135,2,0.0,TIE,127d11e52d58,False
135,2,0.0,TIE,b7991dd228d5,False
135,3,0.0,TIE,1817c1e5de56,False
135,3,0.0,TIE,c2c14ccbaa3f,False
135,4,0.0,TIE,8effd1813dd3,False
135,4,0.0,TIE,e30ad022f544,False
136,0,0.0,A,5683058f0b1b,False
136,1,0.0,A,918362142b29,False
136,2,0.0,A,500b28d8782a,False
136,3,0.0,A,4faca621a74a,False
136,4,0.0,A,652121a57d5e,False
137,0,0.0,A,3e31b3a965fb,False
137,0,0.0,B,2c9383c4eb74,True
137,0,0.0,A,b4dfae4cd6cf,False
137,1,0.0,A,16de5120e389,False
137,1,0.0,A,17591170746c,False
137,1,0.0,A,1dad69fae135,False
137,2,0.0,A,c63bb4ff36c7,False
137,2,0.0,A,20f2c2bad0bc,False
137,2,0.0,A,d835ac7e2f76,False
137,3,0.0,A,077afcb5b1e3,False
137,3,0.0,B,7ac1d4d13b11,True
137,3,0.0,A,054a0f31777f,False
137,4,0.0,A,db9b1457a111,False
137,4,0.0,B,d2ae02cae963,True
137,4,0.0,A,4333b260077c,False
138,0,0.0,A,c3d48c06a1e2,True
138,0,0.0,B,602e70550d54,False
138,1,0.0,B,d46246457ad2,False
138,1,0.0,B,716837dacb9c,False
138,2,0.0,A,4576f3e4778b,True
138,2,0.0,B,387c808ab9fe,False
138,3,0.0,B,24ad0d52d579,False
138,3,0.0,B,af12bc006091,False
138,4,0.0,A,6b0bf95e526b,True
138,4,0.0,B,b989e76b9c00,False
140,0,0.0,A,8fc6e13a894d,False
140,0,0.0,A,041e5e79defd,False
140,0,0.0,A,f3005d708fa1,False
140,1,0.0,A,efa70ecdd11a,False
140,1,0.0,A,170e9a70a72e,False
140,1,0.0,A,211f06a63602,False
140,2,0.0,A,f161363f52fd,False
140,2,0.0,A,bb970f3d3c70,False
140,2,0.0,A,71367551305e,False
140,3,0.0,A,168e2327cd65,False
140,3,0.0,A,10697e44079d,False
140,3,0.0,A,8bd3d48171f2,False
140,4,0.0,A,4a5d5ad2e649,False
140,4,0.0,A,74d53f4bc92d,False
140,4,0.0,A,8dced65e83bf,False
141,0,0.0,B,18e7d76c2aa8,False
141,1,0.0,B,ade63db4fc74,False
141,2,0.0,B,4f8ecacba399,False
141,3,0.0,B,33bb088da63a,False
141,4,0.0,B,347d0e84d6ee,False
142,0,0.0,B,9469a630d502,False
142,1,0.0,B,77d27a46fe4d,False
142,2,0.0,B,1161099b1d66,False
142,3,0.0,B,5af5a5db4188,False
142,4,0.0,B,9e0d806f2479,False
143,0,0.0,B,917b42980a0a,False
143,0,0.0,B,5bf739beee18,False
143,1,0.0,B,bfd6700a155d,False
143,1,0.0,B,112f35197e92,False
143,2,0.0,B,1d2bb3bb8804,False
143,2,0.0,B,9c9b8e3c4329,False
143,3,0.0,B,e5bf421a777f,False
143,3,0.0,B,63d9ffeddd70,False
143,4,0.0,B,a0ab78bdc7f0,False
143,4,0.0,B,c564665de791,False
145,0,0.0,B,f3f457e9f9cc,False
145,0,0.0,B,54ad08a90f06,False
145,1,0.0,B,2bc49ed8cc47,False
145,1,0.0,B,170896eccc4d,False
145,2,0.0,B,98bfd4c4e191,False
145,2,0.0,B,f442d43b506e,False
145,3,0.0,B,821abbf572bb,False
145,3,0.0,B,e22babff11e9,False
145,4,0.0,B,85ac411dc2e1,False
145,4,0.0,B,ff129875717f,False
146,0,0.0,A,3f6d60fbf63c,True
146,1,0.0,B,307eb794d779,False
146,2,0.0,B,4e0194d8955b,False
146,3,0.0,B,5eff3159a7ae,False
146,4,0.0,B,16c35e5abcf7,False
147,0,0.0,A,6d3c6d609d2f,False
147,0,0.0,B,3e23befcae55,True
147,1,0.0,A,5732d90ab938,False
147,1,0.0,B,09c60e3c10ef,True
147,2,0.0,A,0239a798f584,False
147,2,0.0,B,fedafa6b4abe,True
147,3,0.0,A,0f1338688743,False
147,3,0.0,B,115d3470a08d,True
147,4,0.0,A,b8e753f0e499,False
147,4,0.0,B,72b3e6792157,True
148,0,0.0,A,8ccbbf7de3ae,False
148,1,0.0,A,c3ba6cb8afc6,False
148,2,0.0,A,5d6cc144ba1f,False
148,3,0.0,A,01e081c839f5,False
148,4,0.0,A,9f6afa8c066d,False
149,0,0.0,A,40e14f2bbbff,True
149,0,0.0,A,547ca2c8fe6d,True
149,0,0.0,B,15f73a68ba84,False
149,0,0.0,B,da7f46594c63,False
149,1,0.0,B,7e8b05e4d530,False
149,1,0.0,A,ce5f09bf035e,True
149,1,0.0,B,491937e34c28,False
149,1,0.0,B,3520bb8e6054,False
149,2,0.0,B,51733b2cb186,False
149,2,0.0,A,8e8271fbf856,True
149,2,0.0,B,15f73a68ba84,False
149,2,0.0,B,b7c7f5144b03,False
149,3,0.0,B,1be51094370f,False
149,3,0.0,A,390881dcbf04,True
149,3,0.0,B,13d93923ab7c,False
149,3,0.0,B,318f48acdcf2,False
149,4,0.0,B,52b7466f6fab,False
149,4,0.0,A,2cbc4e0c20a0,True
149,4,0.0,B,15f73a68ba84,False
149,4,0.0,B,fdbb220b678f,False
150,0,0.0,B,7decd26a2cb7,False
150,0,0.0,A,5408c5559a75,True
150,1,0.0,B,482af1d1933f,False
150,1,0.0,A,dcc844ef2a5e,True
150,2,0.0,B,ff95568945d8,False
150,2,0.0,A,be64fa017d98,True
150,3,0.0,B,bde26cc7e504,False
150,3,0.0,A,f87e6a07d45a,True
150,4,0.0,B,0bd4674a8962,False
150,4,0.0,B,a55d3e245235,False
152,0,0.0,B,00282cc8b7e4,False
152,1,0.0,B,5cd2114a11dc,False
152,2,0.0,B,94e953f43f48,False
152,3,0.0,B,b06a20620cff,False
152,4,0.0,B,95c504084315,False
154,0,0.0,B,368db714413f,False
154,0,0.0,A,8071a60de55a,True
154,1,0.0,B,6543c567fb0d,False
154,1,0.0,A,0071787f0944,True
154,2,0.0,B,7ec843d8ac64,False
154,2,0.0,A,163eac1468e0,True
154,3,0.0,B,b2243bad29af,False
154,3,0.0,A,6e96ecc0c786,True
154,4,0.0,B,9bb0ca6512a1,False
154,4,0.0,A,dd05d9d1d120,True
156,0,0.0,A,2ebbd54cf9f8,True
156,0,0.0,B,1b00a140cde4,False
156,0,0.0,B,e3e3a02edf7b,False
156,1,0.0,A,0171049cd9e0,True
156,1,0.0,B,9846e7b22e4b,False
156,1,0.0,B,af64a2e77987,False
156,2,0.0,A,7d600abb82fe,True
156,2,0.0,B,366328584e74,False
156,2,0.0,B,cb71d869e9b1,False
156,3,0.0,A,03b3ce4472df,True
156,3,0.0,B,7a8afa4ee45a,False
156,3,0.0,B,4dc23764e5b4,False
156,4,0.0,A,e644d1cc2ca7,True
156,4,0.0,B,05927e65a43a,False
156,4,0.0,B,4d926512deeb,False
157,0,0.0,A,b29ab62fa310,False
157,0,0.0,A,8452db671c35,False
157,1,0.0,A,93d7f2589086,False
157,1,0.0,A,766afafabd41,False
157,2,0.0,A,abfdfcc74e62,False
157,2,0.0,A,b0f54541fb94,False
157,3,0.0,A,dd008da523a3,False
157,3,0.0,A,bab2345412f3,False
157,4,0.0,A,8826c70be3a7,False
157,4,0.0,A,a6f6dffb8704,False
158,0,0.0,A,d610bfb33b34,False
158,1,0.0,A,a33d07aaa7cc,False
158,2,0.0,A,8357e02e4f47,False
158,3,0.0,A,d800858d0d47,False
158,4,0.0,A,fffe90640680,False
159,0,0.0,A,02c0c141c7c9,False
159,1,0.0,A,7a25cbc9a2a6,False
159,2,0.0,A,960b148d9971,False
159,3,0.0,A,41c9954f9547,False
159,4,0.0,A,964f1454a5e5,False
160,0,0.0,TIE,94c166248bac,True
160,0,0.0,B,838594490473,False
160,0,0.0,B,e1bd2d4ba452,False
160,1,0.0,A,1007251d5d37,True
160,1,0.0,B,cdb825fa0370,False
160,1,0.0,B,781708229464,False
160,2,0.0,TIE,aafea4652f3f,True
160,2,0.0,B,bc1a2fe2dfcf,False
160,2,0.0,B,75e01a8e6600,False
160,3,0.0,TIE,9b37b1ea2436,True
160,3,0.0,B,ea4fb4d0e2a1,False
160,3,0.0,B,f7fdb8ce4eb6,False
160,4,0.0,TIE,73091e439a38,True
160,4,0.0,B,9118a4bcd237,False
160,4,0.0,B,ffefcdf11c63,False
